release_year,length,genre,rating,imdb_votes,gross_US_CA,imdb_score
1989,100,5,10,100653,66.76,7.1
2000,89,3,10,100642,50.86,6.9
2011,113,0,13,100524,21.3,5.1
2018,129,6,13,100438,42.4,6.8
2009,97,5,11,100425,43.34,4.9
2003,127,6,11,100417,49.44,7.1
2006,86,3,10,100298,85.11,6.1
2012,124,5,13,100214,28.84,6.2
2009,97,7,9,100162,0.11,7.2
1999,118,4,13,100137,11.53,7.5
2005,124,0,11,100122,68.67,6.0
2013,128,4,11,100112,16.13,6.0
2011,114,7,11,100049,33.05,6.0
2009,155,6,13,99992,2.08,7.8
1992,134,7,13,99939,4.16,7.2
2007,111,6,13,99741,1.29,6.5
2014,93,12,13,99692,21.2,6.2
2018,114,5,11,99688,120.63,6.6
1992,104,5,13,99651,0.24,7.5
2000,98,5,11,99626,68.38,6.1
2010,105,0,13,99603,35.61,6.3
2012,95,0,11,99588,14.33,6.0
1984,99,6,13,99512,2.15,7.6
1999,103,5,13,99490,14.88,7.3
2003,100,5,11,99438,35.33,6.3
1995,121,2,13,99415,1.04,7.5
1997,105,6,13,99381,44.89,7.0
2005,93,4,10,99326,31.5,7.4
1996,103,0,11,99322,51.37,6.4
2009,104,12,13,99287,17.0,5.8
1940,124,3,4,99251,76.41,7.7
1999,146,4,13,99229,50.67,7.6
1999,101,7,13,99213,8.26,7.8
1998,85,5,11,99080,144.16,5.4
2016,117,12,13,99053,1.33,6.1
1999,95,5,11,98999,63.37,5.9
1985,112,7,13,98882,68.71,7.4
1996,101,7,13,98790,24.88,6.4
2008,96,0,10,98683,71.2,6.5
2005,111,0,13,98669,0.08,6.3
2005,93,12,13,98411,20.7,6.2
2002,104,5,11,98373,35.08,5.5
2015,96,0,13,98211,9.25,6.7
2015,99,6,13,98166,0.04,4.9
2005,110,12,11,98160,76.23,5.4
1964,170,7,4,98055,72.0,7.8
2013,128,4,11,98020,95.0,7.5
2007,124,7,13,98014,19.66,7.4
1984,106,0,10,97875,76.57,6.9
1995,122,6,13,97798,39.39,7.5
2008,99,2,10,97771,110.1,6.0
1995,108,0,13,97747,18.64,6.5
1960,128,0,3,97737,4.91,7.7
2006,117,5,11,97713,7.46,6.9
2019,122,7,13,97703,3.76,8.1
2007,110,5,10,97602,90.65,6.3
1992,202,4,11,97598,48.17,7.7
2009,98,4,13,97540,2.04,6.6
2015,123,4,11,97451,34.54,7.1
2015,101,5,11,97442,34.02,6.4
1996,130,4,13,97437,20.19,7.3
2011,92,7,11,97437,1.32,6.9
2017,91,7,13,97334,13.99,6.2
2007,89,12,13,97282,16.81,6.1
2009,118,0,13,97188,25.45,6.5
1990,93,0,10,97099,135.27,6.7
2011,124,5,11,97094,46.41,7.2
2005,95,0,10,97085,113.09,5.6
2011,83,12,13,97047,104.01,5.8
2008,90,0,11,96979,22.53,5.5
1983,87,12,13,96918,2.12,7.2
2016,107,0,13,96882,26.83,5.5
2016,106,5,11,96863,3.24,7.9
2016,97,3,10,96761,107.51,6.3
2007,96,3,11,96754,4.45,8.0
2009,129,0,13,96623,9.08,7.1
2013,92,5,13,96546,102.0,6.5
1981,83,3,4,96530,63.46,7.2
2018,139,6,9,96526,1.37,8.2
1997,107,0,13,96513,28.01,7.3
1990,125,5,13,96364,14.56,7.2
2016,97,12,11,96253,35.82,6.0
2010,117,0,13,96221,43.31,6.6
1999,113,6,13,96162,69.3,6.8
2010,94,3,4,96141,19.2,7.6
2015,106,2,11,96012,15.79,7.3
2005,81,3,4,95962,135.39,5.7
2009,110,12,13,95956,32.75,6.5
2011,95,0,11,95820,24.83,5.4
1996,135,7,13,95801,24.48,8.0
2014,106,4,11,95797,14.48,7.0
1993,101,5,10,95716,32.42,7.8
1940,129,7,12,95671,0.06,8.1
2016,112,0,11,95647,82.05,5.9
2017,110,7,11,95580,20.5,5.3
1998,123,5,13,95462,37.56,7.0
2004,87,3,10,95397,85.42,7.1
1981,92,12,13,95351,25.53,6.5
1998,69,6,13,95252,0.05,7.5
1991,140,4,13,95240,35.18,7.2
2009,109,7,11,95230,49.2,7.3
2014,117,0,11,95169,30.7,6.2
2014,92,3,10,95137,83.35,6.6
2006,139,0,11,94996,55.01,6.9
2009,120,5,13,94979,112.74,6.5
2005,97,0,11,94963,24.41,4.7
2001,120,7,13,94820,0.14,7.7
2013,124,7,9,94815,0.33,6.6
1969,142,0,10,94796,22.8,6.7
1992,99,12,13,94795,25.79,6.7
1983,99,5,13,94748,63.5,6.8
2014,101,3,4,94377,131.54,6.3
2011,103,2,10,94361,88.63,7.1
2010,94,2,13,94319,0.24,6.4
2019,101,12,13,94316,54.72,5.7
2003,134,7,13,94245,33.72,5.5
2006,125,7,11,94212,8.06,7.4
2008,124,7,13,94120,3.08,7.5
2002,107,5,13,94110,4.06,6.9
2016,141,2,11,94087,8.58,6.6
2017,107,0,11,94081,44.9,5.2
2022,102,12,11,94069,93.88,6.4
1999,108,4,10,94015,32.48,7.8
2018,126,7,13,94003,1.66,8.4
2010,129,7,11,93913,32.75,6.5
1999,107,5,11,93871,55.47,6.0
1997,108,0,11,93808,67.13,6.0
2003,81,6,13,93801,1.23,7.1
2008,90,5,11,93790,31.49,6.6
2019,97,2,11,93783,13.12,7.6
2007,103,0,13,93761,22.49,6.2
2001,87,0,11,93691,43.91,5.9
2007,116,5,13,93593,36.79,5.8
2015,96,0,13,93591,14.43,6.1
1986,113,0,10,93535,115.1,6.1
1993,86,0,11,93534,38.91,6.6
2010,88,5,13,93530,25.0,5.5
2013,141,7,9,93525,2.85,7.7
2010,100,0,11,93525,47.06,5.4
1999,116,6,13,93489,3.31,7.5
1926,67,0,12,93437,1.03,8.1
1996,117,5,13,93390,124.06,7.2
2019,120,0,13,93370,21.9,5.2
2010,105,5,13,93339,5.79,7.2
2004,189,7,9,93309,1.22,8.2
2009,115,7,11,93305,15.05,5.6
2003,117,2,10,93248,67.41,7.0
2012,105,0,10,93234,45.29,6.4
2010,90,5,10,93055,1.75,7.7
2014,128,4,11,93032,52.08,7.5
2015,96,0,13,92965,22.47,5.7
1988,69,3,4,92834,48.09,7.4
1973,110,5,10,92831,115.0,7.4
2010,97,5,13,92813,0.47,7.3
2011,103,3,10,92812,142.61,5.4
1999,112,4,4,92785,6.2,8.0
1979,143,2,4,92750,82.26,6.4
2008,87,5,11,92648,14.19,1.9
1989,100,5,11,92602,20.78,7.3
2013,121,5,13,92597,37.74,7.2
2010,148,7,13,92501,5.1,7.4
2007,94,12,13,92488,17.61,5.5
2008,104,6,11,92480,20.98,5.9
2002,105,5,11,92465,94.01,5.3
1992,102,0,13,92453,36.3,6.1
1985,94,5,11,92404,23.83,6.6
2008,102,5,11,92349,11.17,6.4
2004,103,6,13,92327,32.68,6.2
2002,124,7,13,92320,52.8,6.7
2003,100,7,13,92235,4.6,6.8
2001,119,7,11,92133,25.29,6.7
2007,96,5,13,92114,34.93,5.6
2002,123,4,13,92017,25.89,7.3
2009,112,7,13,91903,39.46,7.2
1990,107,0,11,91895,82.67,6.1
1955,92,6,9,91894,0.65,8.0
2004,120,0,10,91882,24.01,5.8
2011,96,5,13,91764,5.36,7.3
2009,100,5,11,91762,55.25,5.8
1995,97,2,11,91733,32.7,7.1
1997,93,5,10,91723,92.98,5.3
2016,98,5,13,91585,46.01,6.0
2022,125,7,11,91555,90.23,7.2
2003,99,7,13,91438,0.56,3.6
1996,110,5,13,91322,16.76,7.1
2001,111,7,13,91316,31.27,7.1
2015,103,2,10,91305,80.08,6.3
2015,163,0,9,91289,8.18,8.1
1987,113,12,20,91142,17.19,7.2
2001,104,7,13,91131,74.08,6.4
1993,121,7,13,90916,40.16,7.5
1993,141,6,11,90899,100.77,6.6
2018,130,2,10,90826,171.96,6.7
2010,92,0,11,90723,21.37,4.5
2016,110,5,13,90655,46.84,6.1
1992,103,0,13,90642,83.36,6.5
2007,117,0,13,90548,28.56,6.8
1987,119,7,13,90424,156.65,6.9
2016,108,2,11,90410,3.74,7.4
1983,91,6,10,90359,25.6,7.0
1992,115,5,13,90359,76.25,6.8
2011,120,7,11,90300,11.24,7.3
2004,95,5,10,90258,51.44,5.9
2001,137,5,13,90256,41.31,7.2
2011,98,7,9,90216,0.07,7.7
2005,100,0,10,90199,63.95,6.3
2013,112,0,11,90138,42.93,6.4
1999,105,6,13,90077,116.74,6.5
2006,92,5,10,90020,80.2,5.8
2002,113,4,13,89901,16.0,7.0
2021,105,12,13,89867,92.0,5.5
2008,101,6,13,89838,40.08,6.0
1985,154,7,11,89760,98.47,7.7
2010,107,7,10,89723,62.95,6.0
2001,91,9,13,89660,41.87,5.6
2013,126,3,11,89650,5.21,7.7
2007,88,5,11,89624,13.92,6.7
1990,115,7,13,89581,61.49,6.5
1998,105,7,13,89545,1.65,8.1
2009,109,12,13,89537,13.25,6.2
2004,80,3,10,89465,75.37,5.0
2013,90,4,13,89431,5.84,5.6
2012,97,5,13,89415,0.08,7.2
2007,92,3,10,89331,217.33,5.2
2013,96,7,13,89330,1.01,7.9
2009,103,0,13,89262,1.82,7.2
2011,90,5,13,89219,24.81,6.4
2017,134,7,13,89203,29.82,7.2
2013,124,7,11,89193,19.45,6.1
2012,112,5,13,89156,16.69,6.3
2006,93,2,10,89137,82.23,5.6
2010,107,0,13,89133,44.88,5.5
2012,106,2,10,89077,64.94,5.6
2008,109,5,13,89052,8.4,6.5
2008,98,7,11,89013,58.02,6.2
2010,119,7,11,88944,39.44,6.4
2003,89,12,13,88931,12.63,6.0
2019,138,0,11,88918,56.85,6.7
1988,126,0,13,88902,38.41,7.5
2016,117,2,10,88891,55.48,6.3
2006,106,7,13,88865,2.69,7.1
1999,117,0,13,88802,24.36,7.2
1990,117,0,13,88773,45.68,5.8
2006,102,5,13,88759,0.02,7.1
2015,103,0,13,88713,27.29,6.7
2007,140,4,11,88628,10.3,7.6
2011,92,5,13,88481,4.17,6.8
2008,91,12,13,88433,0.01,6.7
1988,92,0,13,88335,11.81,6.8
2011,99,4,13,88265,14.6,6.9
2015,102,0,13,88223,18.7,7.3
2011,93,0,13,88047,18.94,5.8
1988,104,5,13,88027,78.22,5.9
1986,119,7,13,87998,52.29,7.0
1998,107,6,13,87979,67.64,6.6
2015,163,6,9,87954,0.74,8.2
2017,96,5,11,87930,45.02,6.6
1986,119,0,10,87923,109.71,7.3
2016,98,0,13,87894,21.22,5.7
2011,118,5,11,87834,54.54,5.6
2005,135,4,11,87750,12.71,6.7
2000,99,0,11,87736,117.56,5.2
2019,87,0,13,87731,39.01,6.1
1946,114,6,12,87659,6.54,7.9
1991,137,5,13,87633,41.9,7.5
2000,136,7,11,87550,66.4,7.3
1933,100,2,12,87526,10.0,7.9
2002,96,5,13,87510,32.12,5.9
2017,132,4,13,87486,25.11,6.8
1996,114,5,11,87292,24.94,6.9
2015,103,2,13,87270,17.51,7.2
2010,108,12,13,87252,0.09,6.2
1991,99,5,13,87107,1.79,7.5
2020,95,0,11,87106,17.29,5.8
2012,86,5,13,86942,4.06,7.4
2006,90,3,13,86935,0.88,7.7
1969,135,0,13,86919,12.06,7.9
2011,91,5,10,86826,74.16,3.3
1983,110,12,13,86819,21.2,6.7
1994,102,5,11,86810,0.6,8.0
2005,101,12,13,86783,51.1,5.9
2012,110,6,13,86769,16.01,6.4
2001,100,6,13,86519,13.1,7.2
1998,124,0,13,86508,25.19,7.0
2001,118,5,11,86505,47.12,6.4
2019,118,0,13,86432,7.74,6.6
2004,131,5,11,86165,42.73,6.4
2008,97,5,11,86164,48.24,5.5
1998,104,5,11,86100,46.68,6.3
1997,97,5,13,85953,43.02,7.1
2004,106,0,10,85904,37.76,6.1
2002,98,0,11,85874,50.55,5.4
1998,89,0,9,85836,0.27,7.0
1995,105,5,13,85822,72.08,6.9
2006,96,5,11,85722,10.53,6.6
2011,94,5,13,85673,16.31,6.3
2003,117,7,11,85573,63.86,6.5
2006,89,5,11,85561,41.01,5.7
2006,94,5,13,85560,6.09,6.9
1999,93,0,11,85532,68.52,6.3
1995,133,0,13,85470,30.31,6.3
2016,92,3,10,85363,153.71,6.4
2013,120,5,13,85360,0.16,6.4
2017,111,0,13,85311,36.25,6.2
2006,129,7,11,85301,70.28,6.0
2015,123,5,11,85301,37.45,7.0
2018,130,0,13,85264,45.82,6.5
2014,122,5,10,85148,54.24,7.3
1996,96,5,13,85040,4.51,7.2
2008,110,4,11,85023,13.82,6.9
1984,107,7,10,85008,80.04,6.6
2006,95,5,13,84996,7.77,6.5
1993,95,5,11,84974,48.2,6.2
1987,96,9,13,84961,44.79,6.6
2010,97,3,10,84957,55.68,6.9
2018,120,4,13,84934,7.65,7.3
2005,81,5,13,84842,7.36,7.3
2003,82,2,10,84829,101.15,4.0
2014,103,5,13,84635,34.29,6.6
2003,103,7,13,84546,2.38,8.0
2016,118,5,13,84523,2.14,7.3
2010,115,0,9,84505,0.1,8.0
1989,93,5,11,84465,140.09,5.9
1986,97,5,11,84461,40.47,6.7
1995,135,7,11,84447,71.52,7.6
2011,97,5,13,84381,0.04,6.7
2002,99,7,11,84375,14.97,6.2
2004,113,5,4,84254,95.17,5.8
1960,90,6,9,84234,0.34,7.7
2010,97,0,13,84230,0.12,6.3
1973,88,12,13,84199,0.06,7.5
1991,102,5,10,84124,59.85,6.9
2008,91,5,13,84070,33.47,5.8
1994,118,0,10,84051,75.67,6.6
2012,93,2,11,84022,12.8,7.2
2017,103,2,10,84018,40.44,7.8
2007,85,3,10,83903,58.87,6.7
1994,104,0,13,83884,42.61,5.5
1961,134,7,9,83881,8.28,8.0
2000,116,0,11,83872,77.09,6.6
1998,98,6,13,83839,55.59,6.1
2019,108,4,11,83817,22.96,7.1
1997,125,0,13,83812,48.17,6.0
2012,151,5,9,83728,2.8,8.1
1999,99,12,13,83718,21.13,6.9
2004,136,0,11,83642,67.29,6.7
2001,87,0,10,83633,0.49,7.3
1978,121,4,13,83623,35.0,7.5
2015,137,7,16,83610,0.08,7.7
2016,105,5,13,83576,54.77,5.9
2019,109,4,10,83570,61.7,7.2
2013,85,4,13,83539,16.1,7.5
2019,103,5,11,83536,35.15,6.5
2018,152,7,13,83521,2.47,6.7
2000,130,0,11,83425,90.46,6.5
2009,161,7,9,83417,0.34,7.2
2020,94,0,11,83306,23.86,5.3
1991,137,0,13,83254,77.87,6.7
1993,138,6,11,83221,31.16,7.5
2004,126,4,11,83165,2.09,8.0
2018,112,5,13,83147,17.49,6.9
2001,103,5,11,83140,60.4,5.3
1997,121,0,11,83131,48.61,3.9
1994,91,5,10,83083,130.51,5.0
1977,118,7,13,83048,94.21,6.8
2018,121,0,9,82971,1.21,6.5
2006,88,0,11,82919,18.5,4.3
2001,106,3,11,82894,32.13,6.4
2017,92,6,13,82847,38.05,5.7
2015,124,4,13,82842,7.86,7.4
2011,106,5,13,82840,14.01,6.0
1984,105,0,10,82816,76.47,6.6
2006,97,5,11,82770,88.72,5.6
2013,95,2,13,82734,1.29,7.1
1985,161,4,10,82723,87.1,7.1
1982,95,7,13,82710,22.24,8.0
2006,110,5,11,82667,75.63,5.6
1994,111,5,10,82637,2.87,7.2
2018,94,0,13,82624,36.11,6.1
2001,131,0,13,82460,18.21,6.9
1997,81,3,13,82400,0.78,8.0
2014,92,0,11,82340,19.08,5.1
1984,103,0,10,82298,31.04,5.9
2016,99,7,13,82236,0.51,7.0
2009,87,7,11,82221,28.57,6.3
2002,119,7,11,82161,35.75,6.4
2005,115,6,13,82135,0.21,7.5
2016,112,7,11,82109,3.71,6.6
2005,117,7,13,82077,3.63,7.3
1996,121,0,13,82054,33.33,6.8
1995,108,0,13,82051,60.07,5.8
2007,153,7,9,81996,1.11,8.1
2009,92,12,13,81964,0.18,4.4
2013,109,0,13,81885,19.7,6.1
2013,106,0,11,81815,6.26,6.9
2008,112,0,11,81790,70.23,5.7
2015,106,7,11,81770,22.35,6.3
2011,106,0,11,81675,28.09,5.1
2018,102,5,13,81649,60.31,6.2
2018,152,6,13,81645,0.09,6.8
2010,96,0,13,81645,0.32,6.7
2005,102,5,13,81612,12.48,6.6
2007,123,4,11,81594,36.61,7.6
2005,99,7,13,81590,3.63,6.7
2019,104,5,13,81544,6.56,5.4
2010,146,5,13,81418,95.35,4.5
2020,130,7,13,81343,0.05,8.1
2015,104,5,13,81327,32.36,6.5
2008,104,6,13,81320,0.04,7.4
1996,123,7,10,81296,104.64,6.4
1997,92,0,10,81266,105.26,5.5
2000,118,0,11,81224,21.47,2.5
2002,116,0,11,81215,43.25,6.4
2016,100,4,13,81212,13.96,6.7
2022,136,0,13,81192,22.78,6.1
1952,143,7,9,81171,0.06,8.3
2007,128,7,11,81147,15.8,7.6
2006,92,6,13,81088,17.51,7.4
1982,96,0,13,80982,78.87,6.9
1995,91,7,19,80981,7.42,7.0
2014,92,7,13,80939,2.96,6.3
2011,155,5,9,80857,3.11,8.2
1951,105,2,10,80838,0.54,7.7
2013,105,5,11,80831,30.66,6.3
1963,113,5,12,80611,13.47,7.9
2020,109,0,11,80594,12.56,5.7
2014,95,5,13,80538,0.64,6.9
2015,124,5,13,80519,2.7,7.3
2018,104,2,10,80477,99.22,7.2
2002,93,12,13,80444,21.16,5.6
2010,107,5,11,80442,31.01,6.5
2013,107,0,13,80416,8.01,5.6
2014,118,0,13,80366,30.58,6.2
1978,116,2,10,80353,102.92,5.8
2007,99,17,11,80263,15.07,5.9
2009,104,5,10,80259,44.28,5.8
2005,104,5,11,80222,80.27,5.1
2005,109,0,13,80209,19.98,6.3
2011,102,7,13,80184,1.99,6.7
1998,102,0,11,80166,74.33,5.9
2005,97,5,10,80054,47.14,6.6
2018,121,6,13,80040,3.31,7.9
2008,106,2,10,80005,17.3,6.1
2003,100,4,11,79994,11.63,6.9
2010,97,5,13,79980,0.3,7.3
1986,94,5,11,79953,38.75,7.1
2007,96,7,11,79917,47.85,5.9
1991,105,5,10,79916,89.33,6.5
2002,83,3,4,79794,73.28,7.2
2012,123,5,11,79783,38.52,5.9
2018,117,0,13,79734,33.56,6.0
2012,102,7,11,79619,11.49,7.0
1989,114,0,13,79600,30.05,6.7
1984,111,5,10,79594,62.1,6.3
2013,98,5,11,79572,3.45,6.8
1997,155,4,13,79561,44.18,7.3
2019,108,2,11,79555,68.95,6.2
2009,98,12,11,79452,25.46,5.9
2019,106,12,13,79296,74.15,5.9
1996,91,5,13,79288,0.56,6.9
2017,133,2,13,79285,2.34,7.2
1993,112,2,10,79182,77.7,6.0
1967,110,7,3,79031,24.38,7.9
1965,197,7,11,79027,111.72,7.9
1989,102,5,10,79022,36.6,6.8
1997,135,6,11,78834,45.86,7.2
2014,102,0,11,78798,17.22,5.5
2016,96,5,11,78793,11.1,6.6
2009,122,6,13,78792,1.7,6.6
1986,104,5,10,78751,39.25,6.5
2004,86,0,11,78708,46.44,6.2
2019,100,5,11,78708,28.15,6.2
2015,98,5,11,78699,42.59,6.2
1997,104,0,11,78677,49.32,5.5
2019,112,2,10,78622,114.77,6.3
2012,93,0,11,78617,44.81,5.3
2012,98,5,13,78596,17.23,5.6
2011,86,7,11,78595,27.87,5.5
2015,101,5,13,78590,43.04,6.4
2000,99,0,13,78575,70.33,6.0
2018,93,5,13,78545,13.54,7.4
2006,125,4,11,78500,38.43,7.1
2012,101,7,11,78486,31.61,5.5
2008,105,0,13,78409,10.96,5.9
1998,86,12,13,78393,55.04,5.8
1998,121,5,11,78386,65.71,7.1
2006,145,7,13,78180,4.4,7.7
2018,97,3,10,78058,167.51,6.3
1991,93,2,10,78054,38.04,6.3
2016,91,0,13,78024,30.35,5.7
1999,113,9,11,78005,91.41,5.0
2016,123,5,13,77974,24.25,6.5
2014,83,12,13,77933,32.48,5.6
2013,104,0,13,77929,2.19,5.8
2014,122,6,13,77890,17.24,6.7
1993,134,7,10,77857,22.95,7.8
1991,110,0,10,77844,74.89,7.2
2005,110,0,11,77803,18.47,5.9
2016,132,7,13,77795,3.5,7.5
2017,112,7,11,77706,30.35,6.4
2015,101,5,13,77685,64.46,6.6
2018,85,3,10,77607,270.62,6.4
1980,89,12,13,77519,21.38,6.8
1991,130,7,11,77444,82.42,7.7
2008,90,2,13,77439,17.43,5.9
2017,100,5,11,77403,104.03,6.0
2013,97,12,11,77390,17.41,6.3
2005,115,0,11,77271,48.48,5.1
2012,98,4,11,77259,6.01,6.8
1996,101,0,13,77206,25.48,5.7
1999,88,5,13,77205,65.54,5.7
2006,104,0,11,77189,24.63,7.6
2007,84,6,13,77177,14.38,6.5
2018,89,0,10,77161,4.41,6.2
2007,108,6,13,77157,16.93,5.9
2010,103,7,11,77068,0.25,6.9
1998,103,0,10,76975,70.12,6.4
1997,115,6,13,76900,60.53,6.6
2008,115,0,13,76833,0.16,6.2
2012,115,7,13,76833,7.44,7.5
2012,106,4,13,76631,1.94,6.8
2019,90,2,13,76542,83.14,6.7
2014,111,7,13,76533,4.19,7.0
1989,103,4,13,76488,14.74,7.8
2009,85,0,10,76467,9.35,2.5
2007,104,5,10,76402,43.11,6.3
1981,106,5,13,76393,85.3,6.8
2010,93,2,13,76339,0.24,6.2
2007,102,5,11,76319,95.67,4.1
1997,89,7,10,76286,0.93,8.2
2002,108,0,13,76282,40.08,5.5
2018,116,0,11,76216,30.82,5.3
2003,105,0,13,76205,4.56,7.1
1986,120,6,13,76164,8.62,7.2
1976,135,21,10,76063,31.8,7.8
2019,118,0,11,76024,17.8,4.9
1986,87,0,13,75999,49.04,5.8
1994,92,5,13,75973,1.46,7.6
1998,100,12,13,75971,40.0,4.7
2008,88,5,11,75886,120.15,5.7
1998,111,0,13,75855,32.94,6.1
2013,93,5,13,75849,25.68,5.8
2016,127,4,13,75840,15.43,7.0
1997,117,0,13,75807,27.78,6.9
1967,150,0,3,75764,45.3,7.7
2008,135,0,10,75735,43.95,6.0
1955,106,15,10,75699,8.75,7.4
2013,90,6,13,75675,0.26,7.1
1997,177,0,13,75671,17.63,6.1
2003,113,2,10,75570,48.46,6.8
1995,134,0,11,75527,37.6,6.0
2008,102,5,11,75395,13.21,6.7
2006,121,6,13,75391,22.52,5.6
2009,96,19,13,75337,3.07,6.3
2009,85,12,13,75335,0.03,6.5
2009,93,5,11,75270,5.31,7.1
2009,144,7,13,75202,2.22,7.8
1960,174,5,9,75187,19.52,8.0
2006,130,7,11,75177,103.37,6.6
2009,90,5,13,75141,15.28,6.4
2003,139,0,13,75126,58.33,7.4
2005,99,12,13,75047,16.19,6.2
1998,116,0,13,75034,40.98,6.4
2017,92,7,13,74994,1.6,6.8
2007,96,5,13,74991,18.32,6.8
2008,89,12,13,74990,31.69,5.9
2021,115,3,10,74987,70.59,4.5
1995,145,6,13,74958,7.92,7.2
2017,100,2,10,74957,64.51,7.2
2005,108,6,13,74862,36.02,6.6
2003,140,7,11,74784,120.28,7.3
2013,100,5,11,74742,22.53,5.9
2006,91,12,13,74722,39.52,5.8
2000,114,2,10,74715,60.88,5.6
2004,133,7,13,74695,6.17,7.6
2014,118,7,11,74611,26.76,6.6
2015,107,0,13,74569,7.61,5.5
1970,116,5,13,74563,81.6,7.4
1996,114,0,11,74503,33.02,5.9
2014,125,0,13,74498,5.74,7.0
1984,113,7,13,74489,8.4,7.1
2002,96,5,13,74480,37.95,5.6
1979,130,5,10,74468,30.18,8.0
1988,110,5,10,74348,42.04,7.4
1999,100,15,13,74339,15.5,7.0
2009,98,7,13,74338,15.48,6.5
2003,91,12,13,74260,3.68,6.7
1993,117,7,13,74226,106.61,6.0
2012,110,5,11,74218,41.15,5.7
2013,100,0,13,74166,0.03,6.2
2016,115,0,13,74124,12.63,6.3
2021,110,3,10,74034,162.79,7.4
2013,86,5,11,73916,32.02,3.5
2008,121,7,13,73881,3.07,6.5
1956,220,2,4,73878,93.74,7.9
2014,95,3,10,73876,50.15,7.2
2007,121,6,13,73874,6.78,7.2
1985,106,9,13,73814,24.92,7.0
2018,107,0,13,73812,34.02,6.3
1990,117,0,13,73776,5.02,7.3
2008,101,5,11,73679,46.01,5.8
2005,102,5,11,73636,62.25,4.8
1995,96,0,13,73609,19.08,5.6
2009,99,0,13,73592,38.11,6.3
2001,183,5,9,73566,0.3,8.1
1998,130,0,11,73526,69.12,5.2
1992,87,5,10,73492,57.11,5.7
2006,120,5,13,73423,4.86,7.2
2015,90,3,13,73334,3.76,7.2
1994,95,7,13,73326,8.95,7.1
2014,92,3,10,73288,111.51,6.8
1989,97,5,10,73249,71.08,6.2
1980,104,2,13,73196,58.85,5.8
1986,107,5,11,73148,40.08,7.8
1987,128,7,11,73084,3.33,8.0
2007,105,0,13,73048,9.53,6.7
1983,103,7,13,73040,20.77,7.2
2009,102,0,11,73009,49.44,5.3
2007,114,4,11,72980,16.29,6.8
2022,122,0,10,72976,190.87,6.5
1988,104,0,13,72976,34.99,6.1
1987,118,5,13,72975,63.77,6.5
1999,102,5,13,72949,16.84,7.2
2002,98,7,13,72947,66.82,6.5
2009,147,6,13,72926,5.43,7.3
2022,87,3,10,72876,369.7,6.5
1994,102,0,11,72869,33.42,4.0
2006,105,4,10,72863,57.81,7.0
2013,90,2,11,72833,0.13,6.4
1985,87,12,13,72807,30.0,5.4
2012,109,7,11,72805,0.1,6.3
1998,121,6,13,72791,16.31,7.5
2015,137,6,13,72789,1.21,6.4
1985,97,5,13,72788,10.6,7.6
2016,101,0,11,72664,28.85,4.7
2018,97,7,13,72616,0.8,6.9
2017,134,0,11,72616,18.34,7.6
2019,116,7,11,72606,45.73,7.2
2008,91,5,13,72589,12.06,6.8
2003,95,5,11,72414,56.13,5.5
2004,105,7,19,72353,0.7,7.6
1999,121,7,13,72256,16.64,6.8
1988,119,7,13,72231,34.7,7.6
1990,109,5,11,72163,53.21,6.5
1989,107,5,13,72143,49.8,7.2
1983,125,0,10,72093,59.95,5.0
2012,95,5,11,72093,0.02,6.8
2001,97,0,13,72058,21.97,6.6
2019,119,0,13,72042,32.14,6.2
1999,97,5,11,71992,66.38,6.5
2014,86,5,13,71989,0.02,6.3
2005,101,0,11,71874,26.87,4.4
1998,134,5,8,71846,2.81,7.7
2011,114,0,11,71810,19.49,6.2
2004,84,0,13,71794,1.2,7.1
2000,115,0,13,71783,55.97,6.1
1981,87,12,13,71759,21.72,6.1
1991,99,5,10,71731,63.71,7.0
1968,114,0,7,71716,42.3,7.4
2008,96,4,9,71657,0.15,7.5
2003,89,5,13,71655,5.74,7.6
2010,119,0,13,71646,0.01,7.7
2008,75,0,11,71620,26.64,4.6
2003,186,5,9,71591,1.79,7.9
2011,81,5,13,71575,30.54,5.6
2019,89,5,11,71563,48.79,5.9
2000,111,7,13,71541,12.01,6.7
2002,129,6,13,71541,0.05,7.5
2017,151,5,13,71498,1.5,7.1
2020,90,0,13,71451,20.83,6.0
2014,111,6,13,71445,33.68,6.0
1995,105,6,11,71411,7.56,6.2
2005,123,5,11,71315,26.84,6.3
1994,133,4,11,71245,24.82,7.5
1985,101,12,9,71239,5.8,7.1
2010,85,2,10,71206,42.78,4.9
2003,93,5,13,71148,0.55,7.5
2009,127,2,13,71142,0.62,7.1
2011,90,2,13,71101,35.03,6.2
2003,92,5,10,71092,104.3,5.6
2014,146,0,9,71076,2.46,6.0
1998,125,5,11,71074,91.14,6.8
1996,108,5,10,70935,25.81,7.0
1994,95,5,10,70926,38.09,5.4
2004,96,5,10,70914,22.92,6.3
2011,105,0,13,70912,0.12,7.1
2002,134,0,13,70910,40.91,6.1
1997,119,7,13,70902,0.37,7.7
2005,118,5,11,70797,56.05,5.6
2005,103,5,11,70661,60.06,6.3
2010,113,7,13,70631,31.18,6.8
1994,109,5,11,70581,36.76,4.7
1995,114,0,11,70418,50.73,6.0
1995,128,1,8,70329,20.3,5.0
1996,79,3,10,70290,28.93,6.7
1997,116,0,11,70276,61.36,6.2
2012,110,0,13,70190,70.01,6.4
2008,110,4,13,70187,2.78,6.4
